TransactionID,Date,StoreLocation,ProductCategory,Quantity,UnitValue,TotalRevenue,DeliveryDelayDays,CustomerRating,SentimentLabel
TXN-118506,2024-11-18,Brisbane Queen St,Earrings,1,1320.38,1320.38,0,5,Positive
TXN-118507,2024-11-18,Brisbane Queen St,Bracelets,2,2360.45,4720.9,0,3,Neutral
TXN-118508,2024-11-18,Sydney CBD,Earrings,1,487.93,487.93,0,4,Positive
TXN-118509,2024-11-18,Melbourne Chadstone,Luxury Watches,1,10069.49,10069.49,0,4,Positive
TXN-118510,2024-11-18,Brisbane Queen St,Bracelets,1,2782.39,2782.39,0,5,Positive
TXN-118511,2024-11-18,Brisbane Queen St,Earrings,1,1436.63,1436.63,0,4,Positive
TXN-118512,2024-11-18,Online Flagship,Earrings,1,2393.17,2393.17,3,5,Positive
TXN-118513,2024-11-18,Online Flagship,Earrings,1,314.26,314.26,3,5,Positive
TXN-118514,2024-11-18,Online Flagship,Earrings,1,1336.73,1336.73,4,3,Neutral
TXN-118515,2024-11-18,Melbourne Chadstone,Engagement Rings,1,26800.05,26800.05,17,5,Positive
TXN-118516,2024-11-18,Online Flagship,Necklaces & Pendants,1,1811.6,1811.6,6,1,Negative
TXN-118517,2024-11-18,Melbourne Chadstone,Bracelets,1,1607.3,1607.3,0,5,Positive
TXN-118518,2024-11-18,Sydney CBD,Necklaces & Pendants,1,1283.1,1283.1,0,5,Positive
TXN-118519,2024-11-18,Melbourne Chadstone,Earrings,1,1252.5,1252.5,0,4,Positive
TXN-118520,2024-11-18,Sydney CBD,Necklaces & Pendants,2,2780.29,5560.58,0,5,Positive
TXN-118521,2024-11-18,Melbourne Chadstone,Bracelets,1,1960.83,1960.83,0,5,Positive
TXN-118522,2024-11-18,Brisbane Queen St,Earrings,2,1317.06,2634.12,0,5,Positive
TXN-118523,2024-11-18,Online Flagship,Earrings,1,767.18,767.18,3,4,Positive
TXN-118524,2024-11-18,Melbourne Chadstone,Luxury Watches,1,24147.86,24147.86,0,4,Positive
TXN-118525,2024-11-18,Online Flagship,Engagement Rings,1,28257.84,28257.84,2,5,Positive
TXN-118526,2024-11-18,Sydney CBD,Earrings,1,2295.78,2295.78,0,5,Positive
TXN-118527,2024-11-18,Sydney CBD,Engagement Rings,1,26525.94,26525.94,6,5,Positive
TXN-118528,2024-11-18,Brisbane Queen St,Earrings,1,2148.22,2148.22,0,5,Positive
TXN-118529,2024-11-18,Perth Hay St,Earrings,1,1592.5,1592.5,0,4,Positive
TXN-118530,2024-11-18,Sydney CBD,Bracelets,1,2764.89,2764.89,0,4,Positive
TXN-118531,2024-11-18,Sydney CBD,Luxury Watches,1,25865.66,25865.66,0,5,Positive
TXN-118532,2024-11-18,Brisbane Queen St,Necklaces & Pendants,1,862.54,862.54,0,4,Positive
TXN-118533,2024-11-18,Melbourne Chadstone,Earrings,1,1858.67,1858.67,0,5,Positive
TXN-118534,2024-11-18,Online Flagship,Engagement Rings,1,15616.17,15616.17,4,5,Positive
TXN-118535,2024-11-18,Brisbane Queen St,Earrings,1,1039.86,1039.86,0,5,Positive
TXN-118536,2024-11-18,Sydney CBD,Necklaces & Pendants,1,1183.25,1183.25,0,5,Positive
TXN-118537,2024-11-18,Online Flagship,Luxury Watches,1,24185.76,24185.76,5,5,Positive
TXN-118538,2024-11-18,Melbourne Chadstone,Necklaces & Pendants,1,3485.16,3485.16,0,3,Neutral
TXN-118539,2024-11-18,Online Flagship,Engagement Rings,2,6956.97,13913.94,1,4,Positive
TXN-118540,2024-11-18,Online Flagship,Bracelets,1,1585.78,1585.78,8,3,Neutral
TXN-118541,2024-11-18,Online Flagship,Necklaces & Pendants,1,2243.19,2243.19,6,3,Neutral
TXN-118542,2024-11-18,Brisbane Queen St,Luxury Watches,1,5100.8,5100.8,0,5,Positive
TXN-118543,2024-11-18,Perth Hay St,Necklaces & Pendants,1,3189.1,3189.1,0,5,Positive
TXN-118544,2024-11-18,Melbourne Chadstone,Earrings,1,658.85,658.85,0,3,Neutral
TXN-118545,2024-11-18,Perth Hay St,Earrings,3,618.26,1854.78,0,5,Positive
TXN-118546,2024-11-18,Brisbane Queen St,Engagement Rings,1,16616.12,16616.12,15,4,Positive
TXN-118547,2024-11-18,Melbourne Chadstone,Engagement Rings,1,11445.39,11445.39,13,5,Positive
TXN-118548,2024-11-18,Online Flagship,Bracelets,1,2699.41,2699.41,3,4,Positive
TXN-118549,2024-11-18,Sydney CBD,Necklaces & Pendants,1,3926.57,3926.57,0,4,Positive
TXN-118550,2024-11-19,Online Flagship,Luxury Watches,2,19647.02,39294.04,3,5,Positive
TXN-118551,2024-11-19,Online Flagship,Luxury Watches,1,14856.51,14856.51,4,5,Positive
TXN-118552,2024-11-19,Brisbane Queen St,Necklaces & Pendants,2,2505.84,5011.68,0,4,Positive
TXN-118553,2024-11-19,Brisbane Queen St,Earrings,2,1976.16,3952.32,0,4,Positive
TXN-118554,2024-11-19,Melbourne Chadstone,Necklaces & Pendants,1,3521.4,3521.4,0,4,Positive
TXN-118555,2024-11-19,Online Flagship,Engagement Rings,1,14567.22,14567.22,1,4,Positive
TXN-118556,2024-11-19,Sydney CBD,Necklaces & Pendants,1,1750.62,1750.62,0,5,Positive
TXN-118557,2024-11-19,Brisbane Queen St,Necklaces & Pendants,1,1470.15,1470.15,0,4,Positive
TXN-118558,2024-11-19,Perth Hay St,Earrings,1,2137.27,2137.27,0,4,Positive
TXN-118559,2024-11-19,Online Flagship,Necklaces & Pendants,2,1986.96,3973.92,5,5,Positive
TXN-118560,2024-11-19,Online Flagship,Bracelets,1,2301.47,2301.47,3,5,Positive
TXN-118561,2024-11-19,Perth Hay St,Earrings,1,1203.76,1203.76,0,4,Positive
TXN-118562,2024-11-19,Sydney CBD,Earrings,1,1350.95,1350.95,0,4,Positive
TXN-118563,2024-11-19,Melbourne Chadstone,Necklaces & Pendants,1,2810.0,2810.0,0,5,Positive
TXN-118564,2024-11-19,Sydney CBD,Necklaces & Pendants,1,3726.13,3726.13,0,5,Positive
TXN-118565,2024-11-19,Online Flagship,Earrings,1,917.66,917.66,7,2,Negative
TXN-118566,2024-11-19,Online Flagship,Necklaces & Pendants,1,3952.61,3952.61,2,4,Positive
TXN-118567,2024-11-19,Online Flagship,Earrings,1,1247.64,1247.64,0,4,Positive
TXN-118568,2024-11-19,Perth Hay St,Luxury Watches,1,10821.23,10821.23,0,4,Positive
TXN-118569,2024-11-19,Brisbane Queen St,Necklaces & Pendants,1,1527.85,1527.85,0,5,Positive
TXN-118570,2024-11-19,Sydney CBD,Earrings,1,1100.24,1100.24,0,5,Positive
TXN-118571,2024-11-19,Melbourne Chadstone,Earrings,1,2035.42,2035.42,0,5,Positive
TXN-118572,2024-11-19,Sydney CBD,Earrings,1,531.05,531.05,0,5,Positive
TXN-118573,2024-11-19,Online Flagship,Earrings,1,636.01,636.01,4,5,Positive
TXN-118574,2024-11-19,Sydney CBD,Necklaces & Pendants,1,2159.38,2159.38,0,4,Positive
TXN-118575,2024-11-19,Online Flagship,Bracelets,1,831.5,831.5,5,4,Positive
TXN-118576,2024-11-19,Perth Hay St,Engagement Rings,2,22704.83,45409.66,15,3,Neutral
TXN-118577,2024-11-19,Brisbane Queen St,Luxury Watches,1,19859.96,19859.96,0,4,Positive
TXN-118578,2024-11-19,Sydney CBD,Engagement Rings,1,10611.02,10611.02,12,3,Neutral
TXN-118579,2024-11-19,Melbourne Chadstone,Earrings,1,1086.22,1086.22,0,4,Positive
TXN-118580,2024-11-19,Melbourne Chadstone,Necklaces & Pendants,1,4383.62,4383.62,0,4,Positive
TXN-118581,2024-11-19,Online Flagship,Luxury Watches,1,8674.77,8674.77,4,5,Positive
TXN-118582,2024-11-19,Sydney CBD,Necklaces & Pendants,1,1681.49,1681.49,0,5,Positive
TXN-118583,2024-11-19,Online Flagship,Earrings,1,603.46,603.46,3,4,Positive
TXN-118584,2024-11-19,Online Flagship,Earrings,1,369.57,369.57,1,5,Positive
TXN-118585,2024-11-19,Sydney CBD,Earrings,1,684.77,684.77,0,4,Positive
TXN-118586,2024-11-19,Online Flagship,Bracelets,1,1154.64,1154.64,4,5,Positive
TXN-118587,2024-11-19,Perth Hay St,Bracelets,1,2317.4,2317.4,0,4,Positive
TXN-118588,2024-11-19,Online Flagship,Luxury Watches,1,16586.72,16586.72,1,4,Positive
TXN-118589,2024-11-19,Sydney CBD,Earrings,1,690.56,690.56,0,5,Positive
TXN-118590,2024-11-19,Sydney CBD,Earrings,1,1688.75,1688.75,0,5,Positive
TXN-118591,2024-11-19,Sydney CBD,Engagement Rings,1,28544.28,28544.28,12,5,Positive
TXN-118592,2024-11-19,Melbourne Chadstone,Engagement Rings,1,30735.84,30735.84,10,4,Positive
TXN-118593,2024-11-19,Online Flagship,Earrings,1,2416.41,2416.41,4,4,Positive
TXN-118594,2024-11-19,Online Flagship,Necklaces & Pendants,2,3308.13,6616.26,5,5,Positive
TXN-118595,2024-11-19,Online Flagship,Earrings,1,2276.58,2276.58,3,5,Positive
TXN-118596,2024-11-19,Sydney CBD,Necklaces & Pendants,1,1881.35,1881.35,0,4,Positive
TXN-118597,2024-11-19,Sydney CBD,Bracelets,1,2316.13,2316.13,0,5,Positive
TXN-118598,2024-11-19,Perth Hay St,Earrings,1,1586.99,1586.99,0,4,Positive
TXN-118599,2024-11-19,Melbourne Chadstone,Bracelets,1,1278.66,1278.66,0,5,Positive
TXN-118600,2024-11-19,Melbourne Chadstone,Engagement Rings,1,11838.98,11838.98,9,4,Positive
TXN-118601,2024-11-19,Brisbane Queen St,Earrings,3,334.15,1002.4499999999999,0,4,Positive
TXN-118602,2024-11-19,Sydney CBD,Earrings,1,563.09,563.09,0,4,Positive
TXN-118603,2024-11-19,Perth Hay St,Luxury Watches,1,8914.08,8914.08,0,4,Positive
TXN-118604,2024-11-19,Melbourne Chadstone,Necklaces & Pendants,2,4244.02,8488.04,0,3,Neutral
TXN-118605,2024-11-20,Perth Hay St,Luxury Watches,1,9540.62,9540.62,0,4,Positive
TXN-118606,2024-11-20,Online Flagship,Bracelets,1,1996.59,1996.59,4,4,Positive
TXN-118607,2024-11-20,Sydney CBD,Necklaces & Pendants,1,569.39,569.39,0,3,Neutral
TXN-118608,2024-11-20,Online Flagship,Necklaces & Pendants,1,3046.25,3046.25,2,4,Positive
TXN-118609,2024-11-20,Brisbane Queen St,Earrings,3,1986.09,5958.2699999999995,0,4,Positive
TXN-118610,2024-11-20,Online Flagship,Earrings,1,2195.54,2195.54,1,4,Positive
TXN-118611,2024-11-20,Sydney CBD,Necklaces & Pendants,1,1424.48,1424.48,0,4,Positive
TXN-118612,2024-11-20,Perth Hay St,Bracelets,2,697.09,1394.18,0,4,Positive
TXN-118613,2024-11-20,Melbourne Chadstone,Bracelets,2,1636.53,3273.06,0,3,Neutral
TXN-118614,2024-11-20,Online Flagship,Necklaces & Pendants,1,2974.91,2974.91,3,4,Positive
TXN-118615,2024-11-20,Perth Hay St,Earrings,1,1149.58,1149.58,0,5,Positive
TXN-118616,2024-11-20,Brisbane Queen St,Earrings,2,675.02,1350.04,0,4,Positive
TXN-118617,2024-11-20,Online Flagship,Luxury Watches,1,20392.72,20392.72,5,5,Positive
TXN-118618,2024-11-20,Melbourne Chadstone,Bracelets,1,1936.0,1936.0,0,3,Neutral
TXN-118619,2024-11-20,Sydney CBD,Bracelets,1,2647.98,2647.98,0,5,Positive
TXN-118620,2024-11-20,Perth Hay St,Earrings,1,2078.34,2078.34,0,5,Positive
TXN-118621,2024-11-20,Perth Hay St,Luxury Watches,1,19611.38,19611.38,0,5,Positive
TXN-118622,2024-11-20,Melbourne Chadstone,Luxury Watches,1,6924.33,6924.33,0,3,Neutral
TXN-118623,2024-11-20,Brisbane Queen St,Luxury Watches,2,3554.55,7109.1,0,5,Positive
TXN-118624,2024-11-20,Online Flagship,Engagement Rings,1,10872.25,10872.25,4,5,Positive
TXN-118625,2024-11-20,Online Flagship,Bracelets,1,2928.72,2928.72,2,5,Positive
TXN-118626,2024-11-20,Sydney CBD,Bracelets,1,2359.53,2359.53,0,4,Positive
TXN-118627,2024-11-20,Sydney CBD,Engagement Rings,1,38238.65,38238.65,14,4,Positive
TXN-118628,2024-11-20,Online Flagship,Earrings,1,601.63,601.63,5,4,Positive
TXN-118629,2024-11-20,Online Flagship,Luxury Watches,1,21474.22,21474.22,1,4,Positive
TXN-118630,2024-11-20,Online Flagship,Engagement Rings,2,20899.46,41798.92,2,4,Positive
TXN-118631,2024-11-20,Melbourne Chadstone,Necklaces & Pendants,1,4037.38,4037.38,0,4,Positive
TXN-118632,2024-11-20,Online Flagship,Necklaces & Pendants,2,2802.02,5604.04,2,4,Positive
TXN-118633,2024-11-20,Online Flagship,Engagement Rings,1,24904.07,24904.07,4,4,Positive
TXN-118634,2024-11-20,Melbourne Chadstone,Necklaces & Pendants,1,3151.85,3151.85,0,5,Positive
TXN-118635,2024-11-20,Brisbane Queen St,Earrings,1,2283.6,2283.6,0,5,Positive
TXN-118636,2024-11-20,Perth Hay St,Luxury Watches,1,9248.15,9248.15,0,4,Positive
TXN-118637,2024-11-20,Brisbane Queen St,Necklaces & Pendants,1,1909.55,1909.55,0,5,Positive
TXN-118638,2024-11-20,Online Flagship,Bracelets,1,593.68,593.68,5,5,Positive
TXN-118639,2024-11-20,Online Flagship,Engagement Rings,1,21010.44,21010.44,9,3,Neutral
TXN-118640,2024-11-20,Online Flagship,Earrings,1,1163.95,1163.95,3,4,Positive
TXN-118641,2024-11-20,Online Flagship,Necklaces & Pendants,3,2826.04,8478.119999999999,8,3,Neutral
TXN-118642,2024-11-20,Brisbane Queen St,Necklaces & Pendants,1,4255.97,4255.97,0,5,Positive
TXN-118643,2024-11-20,Melbourne Chadstone,Luxury Watches,1,7480.42,7480.42,0,4,Positive
TXN-118644,2024-11-20,Online Flagship,Earrings,1,1617.99,1617.99,1,5,Positive
TXN-118645,2024-11-20,Brisbane Queen St,Earrings,1,656.27,656.27,0,3,Neutral
TXN-118646,2024-11-20,Sydney CBD,Luxury Watches,1,10297.55,10297.55,0,4,Positive
TXN-118647,2024-11-20,Brisbane Queen St,Necklaces & Pendants,1,2868.11,2868.11,0,4,Positive
TXN-118648,2024-11-20,Sydney CBD,Earrings,3,1257.19,3771.57,0,5,Positive
TXN-118649,2024-11-20,Perth Hay St,Necklaces & Pendants,1,1887.18,1887.18,0,4,Positive
TXN-118650,2024-11-20,Melbourne Chadstone,Necklaces & Pendants,1,3935.93,3935.93,0,4,Positive
TXN-118651,2024-11-20,Melbourne Chadstone,Necklaces & Pendants,1,3980.63,3980.63,0,5,Positive
TXN-118652,2024-11-20,Online Flagship,Necklaces & Pendants,1,2716.3,2716.3,4,5,Positive
TXN-118653,2024-11-20,Online Flagship,Necklaces & Pendants,1,4011.01,4011.01,6,1,Negative
TXN-118654,2024-11-20,Online Flagship,Earrings,1,1381.43,1381.43,4,4,Positive
TXN-118655,2024-11-20,Perth Hay St,Necklaces & Pendants,1,3797.28,3797.28,0,4,Positive
TXN-118656,2024-11-20,Online Flagship,Earrings,1,2344.76,2344.76,2,4,Positive
TXN-118657,2024-11-20,Online Flagship,Bracelets,1,1452.33,1452.33,3,4,Positive
TXN-118658,2024-11-20,Brisbane Queen St,Bracelets,1,778.48,778.48,0,5,Positive
TXN-118659,2024-11-20,Online Flagship,Luxury Watches,1,4922.64,4922.64,4,3,Neutral
TXN-118660,2024-11-20,Sydney CBD,Earrings,1,1307.81,1307.81,0,4,Positive
TXN-118661,2024-11-20,Online Flagship,Earrings,1,1882.37,1882.37,1,4,Positive
TXN-118662,2024-11-20,Melbourne Chadstone,Bracelets,1,484.34,484.34,0,5,Positive
TXN-118663,2024-11-20,Brisbane Queen St,Bracelets,1,1265.08,1265.08,0,4,Positive
TXN-118664,2024-11-20,Sydney CBD,Earrings,1,2150.25,2150.25,0,4,Positive
TXN-118665,2024-11-20,Brisbane Queen St,Earrings,1,1025.1,1025.1,0,5,Positive
TXN-118666,2024-11-20,Perth Hay St,Luxury Watches,2,12270.69,24541.38,0,5,Positive
TXN-118667,2024-11-20,Online Flagship,Necklaces & Pendants,1,609.4,609.4,4,4,Positive
TXN-118668,2024-11-20,Online Flagship,Earrings,1,2103.88,2103.88,5,4,Positive
TXN-118669,2024-11-20,Online Flagship,Luxury Watches,1,16353.22,16353.22,2,5,Positive
TXN-118670,2024-11-20,Melbourne Chadstone,Luxury Watches,1,24712.14,24712.14,0,3,Neutral
TXN-118671,2024-11-20,Online Flagship,Bracelets,1,2010.38,2010.38,4,3,Neutral
TXN-118672,2024-11-20,Brisbane Queen St,Bracelets,1,1346.87,1346.87,0,4,Positive
TXN-118673,2024-11-20,Online Flagship,Engagement Rings,1,34671.12,34671.12,0,5,Positive
TXN-118674,2024-11-20,Sydney CBD,Bracelets,1,1473.85,1473.85,0,5,Positive
TXN-118675,2024-11-20,Brisbane Queen St,Bracelets,1,2198.92,2198.92,0,5,Positive
TXN-118676,2024-11-20,Online Flagship,Necklaces & Pendants,1,1434.44,1434.44,3,4,Positive
TXN-118677,2024-11-20,Online Flagship,Necklaces & Pendants,1,4444.88,4444.88,5,5,Positive
TXN-118678,2024-11-20,Perth Hay St,Bracelets,1,1967.97,1967.97,0,5,Positive
TXN-118679,2024-11-20,Online Flagship,Engagement Rings,1,32215.61,32215.61,1,5,Positive
TXN-118680,2024-11-20,Sydney CBD,Bracelets,1,887.0,887.0,0,5,Positive
TXN-118681,2024-11-21,Online Flagship,Necklaces & Pendants,1,2930.9,2930.9,1,4,Positive
TXN-118682,2024-11-21,Perth Hay St,Earrings,1,1693.64,1693.64,0,5,Positive
TXN-118683,2024-11-21,Sydney CBD,Necklaces & Pendants,1,4077.06,4077.06,0,4,Positive
TXN-118684,2024-11-21,Sydney CBD,Necklaces & Pendants,1,794.44,794.44,0,5,Positive
TXN-118685,2024-11-21,Sydney CBD,Bracelets,1,2866.08,2866.08,0,5,Positive
TXN-118686,2024-11-21,Online Flagship,Luxury Watches,1,17970.73,17970.73,3,4,Positive
TXN-118687,2024-11-21,Sydney CBD,Earrings,1,398.07,398.07,0,5,Positive
TXN-118688,2024-11-21,Brisbane Queen St,Bracelets,2,1216.51,2433.02,0,5,Positive
TXN-118689,2024-11-21,Melbourne Chadstone,Bracelets,1,1485.94,1485.94,0,4,Positive
TXN-118690,2024-11-21,Brisbane Queen St,Bracelets,1,2791.24,2791.24,0,4,Positive
TXN-118691,2024-11-21,Online Flagship,Necklaces & Pendants,1,1772.05,1772.05,4,5,Positive
TXN-118692,2024-11-21,Perth Hay St,Earrings,1,1277.16,1277.16,0,4,Positive
TXN-118693,2024-11-21,Brisbane Queen St,Necklaces & Pendants,1,2379.65,2379.65,0,4,Positive
TXN-118694,2024-11-21,Brisbane Queen St,Necklaces & Pendants,1,719.51,719.51,0,4,Positive
TXN-118695,2024-11-21,Melbourne Chadstone,Necklaces & Pendants,1,2301.91,2301.91,0,5,Positive
TXN-118696,2024-11-21,Online Flagship,Necklaces & Pendants,1,2002.73,2002.73,5,5,Positive
TXN-118697,2024-11-21,Melbourne Chadstone,Engagement Rings,1,11998.45,11998.45,15,5,Positive
TXN-118698,2024-11-21,Melbourne Chadstone,Necklaces & Pendants,1,1049.54,1049.54,0,5,Positive
TXN-118699,2024-11-21,Online Flagship,Necklaces & Pendants,2,2644.47,5288.94,3,5,Positive
TXN-118700,2024-11-21,Melbourne Chadstone,Luxury Watches,2,14884.59,29769.18,0,4,Positive
TXN-118701,2024-11-21,Online Flagship,Luxury Watches,1,17676.64,17676.64,1,4,Positive
TXN-118702,2024-11-21,Melbourne Chadstone,Necklaces & Pendants,1,2898.73,2898.73,0,3,Neutral
TXN-118703,2024-11-21,Online Flagship,Bracelets,1,2573.09,2573.09,6,3,Neutral
TXN-118704,2024-11-21,Sydney CBD,Necklaces & Pendants,1,3109.13,3109.13,0,3,Neutral
TXN-118705,2024-11-21,Melbourne Chadstone,Earrings,1,879.99,879.99,0,5,Positive
TXN-118706,2024-11-21,Melbourne Chadstone,Engagement Rings,1,31859.29,31859.29,14,4,Positive
TXN-118707,2024-11-21,Online Flagship,Necklaces & Pendants,1,1297.52,1297.52,5,5,Positive
TXN-118708,2024-11-21,Online Flagship,Earrings,1,378.41,378.41,2,5,Positive
TXN-118709,2024-11-21,Brisbane Queen St,Luxury Watches,1,22909.16,22909.16,0,5,Positive
TXN-118710,2024-11-21,Online Flagship,Bracelets,1,1101.05,1101.05,3,5,Positive
TXN-118711,2024-11-21,Perth Hay St,Bracelets,1,752.64,752.64,0,4,Positive
TXN-118712,2024-11-21,Online Flagship,Bracelets,1,1578.73,1578.73,4,4,Positive
TXN-118713,2024-11-21,Online Flagship,Necklaces & Pendants,1,3645.91,3645.91,3,4,Positive
TXN-118714,2024-11-21,Sydney CBD,Bracelets,1,1261.52,1261.52,0,5,Positive
TXN-118715,2024-11-21,Online Flagship,Necklaces & Pendants,1,1440.55,1440.55,4,5,Positive
TXN-118716,2024-11-21,Brisbane Queen St,Earrings,1,1795.99,1795.99,0,5,Positive
TXN-118717,2024-11-21,Sydney CBD,Bracelets,1,2312.26,2312.26,0,5,Positive
TXN-118718,2024-11-21,Melbourne Chadstone,Luxury Watches,1,20535.38,20535.38,0,5,Positive
TXN-118719,2024-11-21,Online Flagship,Luxury Watches,1,21741.51,21741.51,1,4,Positive
TXN-118720,2024-11-21,Online Flagship,Luxury Watches,1,14029.07,14029.07,5,4,Positive
TXN-118721,2024-11-21,Online Flagship,Earrings,1,2186.57,2186.57,2,4,Positive
TXN-118722,2024-11-21,Online Flagship,Earrings,1,2391.92,2391.92,2,4,Positive
TXN-118723,2024-11-21,Online Flagship,Necklaces & Pendants,1,3610.22,3610.22,3,5,Positive
TXN-118724,2024-11-21,Sydney CBD,Earrings,1,1242.58,1242.58,0,5,Positive
TXN-118725,2024-11-21,Melbourne Chadstone,Bracelets,3,1619.68,4859.04,0,5,Positive
TXN-118726,2024-11-21,Sydney CBD,Bracelets,1,1430.12,1430.12,0,4,Positive
TXN-118727,2024-11-21,Sydney CBD,Luxury Watches,1,4257.23,4257.23,0,5,Positive
TXN-118728,2024-11-21,Sydney CBD,Necklaces & Pendants,1,2290.63,2290.63,0,5,Positive
TXN-118729,2024-11-21,Brisbane Queen St,Bracelets,2,2520.22,5040.44,0,4,Positive
TXN-118730,2024-11-21,Online Flagship,Necklaces & Pendants,1,1648.97,1648.97,4,5,Positive
TXN-118731,2024-11-21,Online Flagship,Necklaces & Pendants,1,2333.0,2333.0,2,4,Positive
TXN-118732,2024-11-21,Perth Hay St,Bracelets,2,2528.01,5056.02,0,5,Positive
TXN-118733,2024-11-21,Online Flagship,Earrings,1,1995.45,1995.45,4,4,Positive
TXN-118734,2024-11-21,Brisbane Queen St,Earrings,1,1324.09,1324.09,0,4,Positive
TXN-118735,2024-11-21,Online Flagship,Necklaces & Pendants,2,519.97,1039.94,3,4,Positive
TXN-118736,2024-11-21,Brisbane Queen St,Bracelets,1,1740.14,1740.14,0,3,Neutral
TXN-118737,2024-11-21,Melbourne Chadstone,Engagement Rings,1,20363.39,20363.39,17,5,Positive
TXN-118738,2024-11-21,Online Flagship,Necklaces & Pendants,1,1115.62,1115.62,6,2,Negative
TXN-118739,2024-11-21,Melbourne Chadstone,Bracelets,1,1881.22,1881.22,0,3,Neutral
TXN-118740,2024-11-22,Brisbane Queen St,Necklaces & Pendants,1,3943.67,3943.67,0,4,Positive
TXN-118741,2024-11-22,Melbourne Chadstone,Earrings,3,2287.11,6861.33,0,5,Positive
TXN-118742,2024-11-22,Perth Hay St,Necklaces & Pendants,1,2925.16,2925.16,0,3,Neutral
TXN-118743,2024-11-22,Online Flagship,Necklaces & Pendants,1,1637.44,1637.44,3,5,Positive
TXN-118744,2024-11-22,Sydney CBD,Earrings,1,1745.74,1745.74,0,3,Neutral
TXN-118745,2024-11-22,Online Flagship,Earrings,1,1619.67,1619.67,2,5,Positive
TXN-118746,2024-11-22,Sydney CBD,Necklaces & Pendants,1,2727.36,2727.36,0,3,Neutral
TXN-118747,2024-11-22,Melbourne Chadstone,Earrings,1,2263.4,2263.4,0,5,Positive
TXN-118748,2024-11-22,Sydney CBD,Engagement Rings,1,27485.63,27485.63,12,4,Positive
TXN-118749,2024-11-22,Online Flagship,Necklaces & Pendants,2,1889.78,3779.56,6,2,Negative
TXN-118750,2024-11-22,Sydney CBD,Earrings,1,1220.98,1220.98,0,3,Neutral
TXN-118751,2024-11-22,Brisbane Queen St,Earrings,1,701.01,701.01,0,4,Positive
TXN-118752,2024-11-22,Melbourne Chadstone,Bracelets,2,1385.17,2770.34,0,4,Positive
TXN-118753,2024-11-22,Sydney CBD,Necklaces & Pendants,1,2398.29,2398.29,0,4,Positive
TXN-118754,2024-11-22,Online Flagship,Necklaces & Pendants,1,1942.59,1942.59,2,5,Positive
TXN-118755,2024-11-22,Sydney CBD,Engagement Rings,1,17235.12,17235.12,17,4,Positive
TXN-118756,2024-11-22,Sydney CBD,Earrings,1,465.06,465.06,0,4,Positive
TXN-118757,2024-11-22,Melbourne Chadstone,Necklaces & Pendants,1,2539.35,2539.35,0,3,Neutral
TXN-118758,2024-11-22,Brisbane Queen St,Necklaces & Pendants,1,2226.47,2226.47,0,4,Positive
TXN-118759,2024-11-22,Perth Hay St,Luxury Watches,1,16848.04,16848.04,0,4,Positive
TXN-118760,2024-11-22,Sydney CBD,Bracelets,1,2198.91,2198.91,0,3,Neutral
TXN-118761,2024-11-22,Sydney CBD,Earrings,1,1306.7,1306.7,0,4,Positive
TXN-118762,2024-11-22,Melbourne Chadstone,Necklaces & Pendants,1,2139.72,2139.72,0,4,Positive
TXN-118763,2024-11-22,Melbourne Chadstone,Earrings,1,1869.21,1869.21,0,5,Positive
TXN-118764,2024-11-22,Online Flagship,Earrings,3,1845.37,5536.11,2,4,Positive
TXN-118765,2024-11-22,Online Flagship,Bracelets,1,2068.93,2068.93,2,5,Positive
TXN-118766,2024-11-22,Perth Hay St,Earrings,1,302.38,302.38,0,3,Neutral
TXN-118767,2024-11-22,Melbourne Chadstone,Necklaces & Pendants,1,2109.78,2109.78,0,5,Positive
TXN-118768,2024-11-22,Online Flagship,Bracelets,1,1768.61,1768.61,2,4,Positive
TXN-118769,2024-11-22,Online Flagship,Necklaces & Pendants,1,1251.07,1251.07,3,5,Positive
TXN-118770,2024-11-22,Brisbane Queen St,Earrings,1,1313.48,1313.48,0,4,Positive
TXN-118771,2024-11-22,Online Flagship,Earrings,1,874.18,874.18,7,3,Neutral
TXN-118772,2024-11-22,Online Flagship,Necklaces & Pendants,3,4317.84,12953.52,2,5,Positive
TXN-118773,2024-11-22,Brisbane Queen St,Bracelets,1,2145.36,2145.36,0,5,Positive
TXN-118774,2024-11-22,Melbourne Chadstone,Luxury Watches,1,4421.04,4421.04,0,5,Positive
TXN-118775,2024-11-22,Online Flagship,Necklaces & Pendants,1,1743.94,1743.94,1,5,Positive
TXN-118776,2024-11-22,Sydney CBD,Luxury Watches,2,9205.47,18410.94,0,5,Positive
TXN-118777,2024-11-22,Online Flagship,Bracelets,1,1433.45,1433.45,3,4,Positive
TXN-118778,2024-11-22,Online Flagship,Luxury Watches,2,3098.41,6196.82,1,5,Positive
TXN-118779,2024-11-22,Online Flagship,Engagement Rings,1,28157.75,28157.75,2,4,Positive
TXN-118780,2024-11-22,Brisbane Queen St,Engagement Rings,1,23544.45,23544.45,14,3,Neutral
TXN-118781,2024-11-22,Sydney CBD,Necklaces & Pendants,1,3088.84,3088.84,0,4,Positive
TXN-118782,2024-11-22,Sydney CBD,Necklaces & Pendants,1,3456.57,3456.57,0,4,Positive
TXN-118783,2024-11-22,Online Flagship,Engagement Rings,1,25747.34,25747.34,3,5,Positive
